3399.595,3,Output On Event,TrayLight #1,,9,0,,,,
3399.595,16,Variable Event,First_Trial,,9,1,Value,0,,
3399.595,16,Variable Event,First_Analysis,,9,1,Value,1,,
3399.595,16,Variable Event,ITI,,9,1,Value,20,,
3399.595,21,Group Change Event,Group Change,,9,1,New Group,15,,
3399.595,1,Condition Event,Next trial non corrected Trial,,15,0,,,,
3399.595,19,List Change - Next Value,Grid_Position,,15,2,Index,1,Value,1
3399.595,21,Group Change Event,Group Change,,15,1,New Group,3,,
3401.94,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
3403.32,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
3405.914,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
3408.24,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
3408.409,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
3408.72,38,Input Transition On Event,Tray #1,,3,0,,,,
3408.721,1,Condition Event,Tray Entry no Increment Trial,,3,0,,,,
3408.721,4,Output Off Event,TrayLight #1,,3,0,,,,
3408.721,4,Output Off Event,Sound #1,,3,0,,,,
3408.721,4,Output Off Event,Sound #2,,3,0,,,,
3408.721,4,Output Off Event,Sound #3,,3,0,,,,
3408.721,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0,,
3408.721,16,Variable Event,Correction_Trial,,3,1,Value,0,,
3408.721,21,Group Change Event,Group Change,,3,1,New Group,4,,
3408.938,39,Input Transition Off Event,Tray #1,,4,0,,,,
3408.939,1,Condition Event,Start Trial,,4,0,,,,
3408.939,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,
3408.939,21,Group Change Event,Group Change,,4,1,New Group,5,,
3408.939,1,Condition Event,Incorrect Right,,5,0,,,,
3408.939,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,
3408.939,21,Group Change Event,Group Change,,5,1,New Group,6,,
3408.939,1,Condition Event,Display Images,,6,0,,,,
3408.939,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,1,Image 1,0
3408.939,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,2,Image 2,1
3408.939,21,Group Change Event,Group Change,,6,1,New Group,7,,
3409.277,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
3410.084,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
3410.892,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,2,Image 2,1
3410.893,1,Condition Event,Incorrect,,7,0,,,,
3410.893,3,Output On Event,Sound #1,,7,0,,,,
3410.893,3,Output On Event,Sound #2,,7,0,,,,
3410.893,3,Output On Event,Sound #3,,7,0,,,,
3410.893,7,Pulse Output Event,Sound_On #1,,7,1,Duration,0,,
3410.893,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,1,Image 1,0
3410.893,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,2,Image 1,0
3410.893,29,Timer Event,Time_Out_Timer,,7,1,Value,0,,
3410.893,21,Group Change Event,Group Change,,7,1,New Group,10,,
3410.893,1,Condition Event,TO Houselight On,,10,0,,,,
3410.893,3,Output On Event,HouseLight #1,,10,0,,,,
3410.893,21,Group Change Event,Group Change,,10,1,New Group,11,,
3410.893,1,Condition Event,Not correcting,,11,0,,,,
3410.893,16,Variable Event,Increment_this_trial,,11,1,Value,1,,
3410.893,21,Group Change Event,Group Change,,11,1,New Group,12,,
3410.893,1,Condition Event,Incorrect Trails to Correction Trial,,12,0,,,,
3410.893,16,Variable Event,Correction_Counter,,12,1,Value,1,,
3410.893,21,Group Change Event,Group Change,,12,1,New Group,18,,
3410.893,1,Condition Event,Change ITI time,,18,0,,,,
3410.893,16,Variable Event,ITI,,18,1,Value,20,,
3410.893,21,Group Change Event,Group Change,,18,1,New Group,13,,
3410.912,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3410.97,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3410.989,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3411.028,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3411.067,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3411.426,39,Input Transition Off Event,FIRBeam #1,,13,0,,,,
3412.348,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
3414.104,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,1,Image 1,0
3414.143,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,1,Image 1,0
3414.181,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,1,Image 1,0
3414.201,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,1,Image 1,0
3415.893,1,Condition Event,Time Out End,,13,0,,,,
3415.893,29,Timer Event,ITI_Timer,,13,1,Value,0,,
3415.893,21,Group Change Event,Group Change,,13,1,New Group,14,,
3415.893,1,Condition Event,Reset Houselight off,,14,0,,,,
3415.893,4,Output Off Event,HouseLight #1,,14,0,,,,
3415.893,21,Group Change Event,Group Change,,14,1,New Group,9,,
3419.259,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3422.176,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
3424.778,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3428.441,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
3428.996,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,1,Image 1,0
3428.996,1,Condition Event,Left Screen Touches,,9,0,,,,
3428.996,16,Variable Event,Left_Touches_during_ITI,,9,1,Value,135,,
3428.996,61,Group Maintain Event,Group Change,,9,1,New Group,9,,
3429.129,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,1,Image 1,0
3430.147,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3431.267,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
3432.535,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3432.742,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
3433.757,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3434.071,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
3435.676,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
3435.893,1,Condition Event,Next trial,,9,0,,,,
3435.893,3,Output On Event,TrayLight #1,,9,0,,,,
3435.893,16,Variable Event,First_Trial,,9,1,Value,0,,
3435.893,16,Variable Event,First_Analysis,,9,1,Value,1,,
3435.893,16,Variable Event,ITI,,9,1,Value,20,,
3435.893,21,Group Change Event,Group Change,,9,1,New Group,15,,
3435.893,1,Condition Event,Start Correction Trial,,15,0,,,,
3435.893,16,Variable Event,Correction_Trial,,15,1,Value,1,,
3435.893,21,Group Change Event,Group Change,,15,1,New Group,16,,
3436.227,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3436.506,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3436.592,38,Input Transition On Event,BIRBeam #1,,16,0,,,,
3436.773,38,Input Transition On Event,Tray #1,,16,0,,,,
3436.773,1,Condition Event,Tray Entry Noted Trial Increment,,16,0,,,,
3436.773,4,Output Off Event,TrayLight #1,,16,0,,,,
3436.773,4,Output Off Event,Sound #1,,16,0,,,,
3436.773,4,Output Off Event,Sound #2,,16,0,,,,
3436.773,4,Output Off Event,Sound #3,,16,0,,,,
3436.773,7,Pulse Output Event,Sound_On #1,,16,1,Duration,0,,
3436.773,16,Variable Event,_Trial_Counter,,16,1,Value,30,,
3436.773,16,Variable Event,Correct_Percent,,16,1,Value,10,,
3436.773,16,Variable Event,Correct_Percent,,16,1,Value,0.333,,
3436.773,16,Variable Event,Correct_Percent,,16,1,Value,33.333,,
3436.773,21,Group Change Event,Group Change,,16,1,New Group,17,,
3436.773,21,Group Change Event,Group Change,,17,1,New Group,22,,
3436.773,16,Variable Event,_Schedule_Timer,,22,1,Value,3436.773,,
3436.773,16,Variable Event,_Trial_Timer,,22,1,Value,0,,
3436.773,16,Variable Event,ITI_Timer,,22,1,Value,20.88,,
3436.773,16,Variable Event,Time_Out_Timer,,22,1,Value,25.88,,
3436.773,39,Input Transition Off Event,Tray #1,,22,0,,,,
3436.773,39,Input Transition Off Event,BIRBeam #1,,22,0,,,,
3436.773,9999,Schedule Shutdown Event,(SYSTEM),,22,0,,,,
